Date,SP500,SP500corr,filterSP500corr,Open,High,Low,Last,,,,,,,,,,,,,
1999-09-08,1361.75,-0.443537567,-0.443537567,1367.5,1373,1353.5,1361.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-09,1361.75,-0.443886534,-0.443886534,1362.25,1364.75,1349.75,1361.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-10,1369.25,-0.442155429,-0.442155429,1360,1376.5,1350.5,1369.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-13,1362,-0.451068652,-0.451068652,1369.25,1369.75,1357.25,1362,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-14,1352.25,-0.454983239,-0.454983239,1362.25,1365,1345.5,1352.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-15,1331.25,-0.455015654,-0.455015654,1352.75,1368.25,1330.25,1331.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-16,1333.75,-0.45605085,-0.45605085,1332,1338,1312.5,1333.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-17,1352.25,-0.459042834,-0.459042834,1334,1353.25,1333.25,1352.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-20,1366,-0.455794739,-0.455794739,1366,1369,1368,1366,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-21,1338.75,-0.457386476,-0.457386476,1338.75,1369,1339,1338.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-22,1333,-0.454350757,-0.454350757,1326.75,1344.75,1326.75,1333,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-23,1309.5,-0.449491618,-0.449491618,1328.25,1343.75,1308.5,1309.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-24,1305,-0.442919784,-0.442919784,1310,1307.5,1294,1305,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-27,1318.25,-0.428184965,-0.428184965,1307,1325.25,1304,1318.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-28,1312.75,-0.422020786,-0.422020786,1306.5,1313.75,1285.5,1312.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-29,1300,-0.427829071,-0.427829071,1309,1315.5,1297,1300,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-09-30,1300,-0.412588031,-0.412588031,1302.5,1318,1298,1300,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-01,1299,-0.416846937,-0.416846937,1297.75,1310,1295.25,1299,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-04,1329.75,-0.42353784,-0.42353784,1312,1333.25,1312,1329.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-05,1344.75,-0.425304119,-0.425304119,1332,1344.75,1316.25,1344.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-06,1351,-0.42744417,-0.42744417,1346,1351.25,1337.75,1351,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-07,1350,-0.429852997,-0.429852997,1359,1359,1343.75,1350,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-08,1361,-0.42984142,-0.42984142,1347.75,1363.25,1340.75,1361,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-13,1315.25,-0.425578279,-0.425578279,1334,1335.25,1308,1315.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-14,1307.5,-0.419611313,-0.419611313,1307.5,1315.5,1290,1307.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-15,1273,-0.397418346,-0.397418346,1289,1291.75,1271,1273,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-18,1276.75,-0.367939074,-0.367939074,1271.75,1280.25,1258.5,1276.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-19,1289,-0.38150384,-0.38150384,1278,1303,1278,1289,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-20,1315,-0.385978581,-0.385978581,1290,1315,1285,1315,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-21,1312.75,-0.388913448,-0.388913448,1300,1312.75,1291,1312.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-22,1322.5,-0.396804363,-0.396804363,1323,1332.75,1311,1322.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-25,1320.5,-0.390807203,-0.390807203,1320.5,1325,1312.25,1320.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-26,1305,-0.390873861,-0.390873861,1366.25,1366.25,1303.5,1305,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-27,1309,-0.388368565,-0.388368565,1308.25,1322.75,1300,1309,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-28,1369,-0.380717226,-0.380717226,1350,1370.5,1350,1369,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-10-29,1391,-0.381451691,-0.381451691,1389,1397,1379.25,1391,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-01,1384,-0.37955657,-0.37955657,1391.5,1392,1381,1384,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-02,1370,-0.377229702,-0.377229702,1391,1396,1370,1370,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-03,1378,-0.3703797,-0.3703797,1380,1383.25,1374.25,1378,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-04,1386,-0.368251522,-0.368251522,1391,1393.25,1382.25,1386,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-05,1390.25,-0.370666513,-0.370666513,1384,1412.25,1384,1390.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-08,1400.75,-0.377486733,-0.377486733,1388.25,1404.25,1388.25,1400.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-09,1389,-0.370249888,-0.370249888,1401.5,1410.5,1384.5,1389,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-10,1392,-0.363302488,-0.363302488,1381.75,1403,1381.25,1392,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-15,1420,-0.361213082,-0.361213082,1421.25,1421.5,1415.25,1420,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-16,1448.25,-0.349440169,-0.349440169,1421,1449,1421,1448.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-17,1438.75,-0.329305668,-0.329305668,1443,1452,1423,1438.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-18,1445.75,-0.312689408,-0.312689408,1440.75,1452,1436,1445.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-19,1446,-0.308272426,-0.308272426,1445.5,1448.5,1440.5,1446,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-22,1446,-0.302408565,-0.302408565,1439.5,1446.5,1435,1446,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-23,1428,-0.297946048,-0.297946048,1445.25,1446.75,1424.5,1428,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-24,1438.5,-0.285813057,-0.285813057,1420,1441.75,1420,1438.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-29,1428.25,-0.285161155,-0.285161155,1428,1437,1424.25,1428.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-11-30,1410.5,-0.276276599,-0.276276599,1427.75,1432,1408.5,1410.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-01,1422.25,-0.27753381,-0.27753381,1408,1422.25,1404.75,1422.25,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-02,1430.75,-0.271697317,-0.271697317,1422.25,1430.75,1414,1430.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-03,1456.5,-0.251272753,-0.251272753,1429.75,1470.25,1427.5,1456.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-06,1444.75,-0.254153918,-0.254153918,1458.5,1460.5,1440.25,1444.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-07,1434,-0.245038709,-0.245038709,1442.25,1449,1430.25,1434,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-08,1418.5,-0.244541483,-0.244541483,1433,1439.75,1417.25,1418.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-09,1429.75,-0.216924395,-0.216924395,1421.25,1437.5,1409.75,1429.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-10,1436,-0.196440473,-0.196440473,1430.5,1443.5,1424.5,1436,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-13,1436.5,-0.196912179,-0.196912179,1435,1442.75,1429.75,1436.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-14,1424.75,-0.180495104,-0.180495104,1435.75,1447.5,1421.25,1424.75,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-15,1428.5,-0.156089531,-0.156089531,1426,1438,1415.25,1428.5,97310.25587,"$103,778",,1435,,"$96,359","$97,310","$102,764","$106,647",,0,,"$93,768"
1999-12-16,1437.75,-0.062680349,0,1428,1441.25,1427,1437.75,97683.57938,"$104,176",1.003836425,1437.75,0.996178237,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-17,1444.25,-0.038285405,0,1437.5,1450.75,1434.75,1444.25,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-20,1453,-0.057737786,0,1453,1456,1461.75,1453,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-21,1472.75,-0.062512324,0,1472.75,1458,1450,1472.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-22,1475.75,-0.071245513,0,1475.75,1475.75,1475.75,1475.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-23,1499,-0.057689727,0,1499,1493,1499,1499,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-27,1495.5,-0.06012633,0,1492,1503.25,1482,1495.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-28,1499,-0.056300957,0,1500.5,1500.5,1494,1499,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-29,1501,-0.010692248,0,1501,1500,1501,1501,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-30,1504,-0.014931806,0,1491.25,1507.25,1491.25,1504,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
1999-12-31,1503,-0.027568044,0,1503,1500,1503,1503,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-03,1468.5,-0.032848213,0,1513,1513.25,1468.5,1468.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-04,1450,-0.030211664,0,1450,1450,1433.5,1450,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-05,1412,-0.033549978,0,1465,1435,1412,1412,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-06,1439.75,-0.034364426,0,1419.25,1440,1418,1439.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-07,1463,-0.046586682,0,1447,1463,1446.75,1463,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-10,1493.75,-0.069462771,0,1493.75,1488.25,1478.25,1493.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-11,1459,-0.066078044,0,1461,1484.5,1459,1459,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-12,1464,-0.034297418,0,1467,1468.25,1464,1464,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-13,1444,-0.032348796,0,1444,1479.5,1444,1444,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-14,1497,-0.025998645,0,1500,1521,1495.25,1497,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-18,1498,-0.043563413,0,1498,1498,1484.5,1498,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-19,1487.5,-0.029970047,0,1493.75,1493.75,1487.5,1487.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-20,1480,-0.006668524,0,1493.5,1493.5,1474.25,1480,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-21,1480.5,-0.014035387,0,1458.75,1480.5,1458.75,1480.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-24,1455,-0.038902649,0,1464.25,1464.5,1425.75,1455,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-25,1438,-0.043693035,0,1435,1440,1424,1438,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-26,1434,-0.045579892,0,1437.75,1439.5,1425.25,1434,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-27,1428,-0.044405538,0,1423,1443.75,1418,1428,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-28,1370.5,-0.045566531,0,1415.75,1415.75,1370.5,1370.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-01-31,1390.25,-0.022301122,0,1388,1417,1378.5,1390.25,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-01,1444.75,-0.010145397,0,1425,1444.75,1419.25,1444.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-02,1430.5,-0.005140458,0,1446.75,1447.25,1430.5,1430.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-03,1450,-0.007364366,0,1440.75,1453.5,1399.5,1450,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-04,1450.25,-0.005056919,0,1450.25,1450.25,1450,1450.25,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-07,1440,0.001866558,0,1440,1445,1440,1440,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-08,1465,0.003873065,0,1460,1466.25,1460,1465,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-09,1460.5,0.003152053,0,1464,1474,1441.5,1460.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-10,1433.5,-0.001607191,0,1437,1444,1433.5,1433.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-11,1409.75,-0.005240401,0,1442,1442,1409.75,1409.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-14,1412.75,-0.003995292,0,1415.25,1417.25,1407.25,1412.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-15,1425,-0.005926419,0,1417.5,1431,1401,1425,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-16,1422.5,0.001814499,0,1421.25,1427.5,1414.5,1422.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-17,1410,-0.009818829,0,1404.75,1422.5,1404.5,1410,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-18,1368,-0.010114667,0,1401,1402,1368,1368,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-22,1380.75,-0.012844588,0,1376,1380.75,1350,1380.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-23,1382,-0.017974427,0,1372.25,1392.25,1365,1382,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-24,1373.75,-0.023583899,0,1384,1386.5,1351.25,1373.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-25,1358,-0.053885766,0,1370,1380,1350,1358,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-28,1365.25,-0.073404677,0,1368.75,1382.75,1343,1365.25,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-02-29,1388.5,-0.052537349,0,1366.75,1390.75,1366.75,1388.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-01,1402.75,-0.087672189,0,1396,1404,1389.75,1402.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-02,1402.75,-0.071905861,0,1400.75,1407.75,1391.25,1402.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-03,1429.75,-0.010673061,0,1400.75,1433,1400.75,1429.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-06,1415,-0.001541818,0,1424.75,1428.75,1405.25,1415,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-07,1370.25,0.001561388,0,1412.5,1423,1370.25,1370.25,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-08,1384,-0.002190639,0,1372.75,1393.75,1366.25,1384,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-09,1423,-0.001548053,0,1384.25,1423.5,1376.75,1423,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-10,1417.75,-0.020892313,0,1423.25,1434.25,1412,1417.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-13,1401.75,-0.046143804,0,1416.75,1418.25,1381.25,1401.75,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-14,1380.5,-0.104106246,0,1401.25,1414.25,1376.75,1380.5,97683.57938,"$104,176",,0,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-15,1412.5,-0.212454073,-0.212454073,1378.75,1417.5,1374.5,1412.5,97683.57938,"$104,176",,1412.5,,"$95,991","$97,684","$102,371","$106,647",,0,,"$93,768"
2000-03-16,1479.5,-0.144838447,0,1413.25,1481.5,1412.25,1479.5,107170.3357,"$114,294",1.097117206,1479.5,0.911479644,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-17,1488.5,-0.134381329,0,1477.25,1497.75,1468.25,1488.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-20,1478,-0.096478216,0,1486,1490.5,1466.75,1478,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-21,1528,0.00621468,0,1528,1528,1528,1528,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-22,1538.5,-0.034573852,0,1538.5,1538.5,1538.5,1538.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-23,1565.5,-0.015165092,0,1565.5,1558.5,1565.5,1565.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-24,1577.25,0.047466268,0,1577.25,1566,1577.25,1577.25,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-27,1560.25,0.062914122,0,1560.25,1560.25,1560.25,1560.25,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-28,1552,0.029250818,0,1552,1552,1552,1552,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-29,1544.5,0.024765719,0,1544.5,1544.5,1540,1544.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-30,1524.5,0.018823854,0,1524.5,1524.5,1518.5,1524.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-03-31,1545,0.047539229,0,1532,1545,1532,1545,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-03,1530,0.073901313,0,1530,1532.25,1530,1530,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-04,1506,0.043132128,0,1525,1529.75,1481.25,1506,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-05,1527,0.023286225,0,1540.5,1540.5,1522.5,1527,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-06,1538,0.010207243,0,1538,1540.5,1538,1538,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-07,1550.5,0.008955398,0,1550.5,1539,1550.5,1550.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-10,1560,0.04246484,0,1560,1560,1550,1560,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-11,1540,0.060770195,0,1540,1560,1534.75,1540,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-12,1535,0.048249208,0,1525,1535,1499.75,1535,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-13,1476.25,0.05155599,0,1476.25,1476.25,1476.25,1476.25,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-14,1375,0.068915442,0,1375,1445,1371.75,1375,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-17,1425,0.066473066,0,1405,1425,1399,1425,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-18,1460.75,0.064579497,0,1432,1461.25,1432,1460.75,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-19,1456.75,0.068646147,0,1460,1460,1456.75,1456.75,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-20,1454.75,0.065233873,0,1454.75,1454.75,1454.75,1454.75,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-24,1455,0.081846676,0,1445,1455,1445,1455,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-25,1482,0.0933554,0,1478,1495.5,1478,1482,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-26,1525.75,0.114472223,0,1525.75,1525.75,1525.75,1525.75,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-27,1490,0.118992422,0,1520,1520,1463.75,1490,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-04-28,1481.5,0.119659396,0,1481.5,1520,1481.5,1481.5,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-05-01,1512,0.105155768,0,1512,1512,1512,1512,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
2000-05-02,1482,0.112155132,0,1482,1482,1482,1482,107170.3357,"$114,294",,0,,"$87,494","$107,170","$93,309","$106,647",,0,,"$93,768"
